agency_cd,site_no,days_2010,days_2015,days_all,years_2010,years_2015,years_all,site_no,siteName,CLASS,AGGECOREGION,DRAIN_SQKM,HUC02,LAT_GAGE,LONG_GAGE,STATE,ACTIVE09,FLOWYRS_1900_2009,FLOWYRS_1950_2009,FLOWYRS_1990_2009
USGS,2221525,3980,2154,15917,11,6,44,02221525,"MURDER CREEK BELOW EATONTON, GA",Ref,SEPlains,490.7976,3,33.25235506,-83.48127624,GA,yes,32,32,20
USGS,2231000,3983,2157,34391,11,6,95,02231000,"ST. MARYS RIVER NR MACCLENNY, FLA.",Ref,SECstPlain,1748.368,3,30.35884726,-82.08150134,FL,yes,83,60,20
USGS,2231342,3982,2156,15884,11,6,44,02231342,"FT DRUM CREEK AT SUNSHINE ST PKY NEAR FT DRUM, FL",Ref,SECstPlain,111.5622,3,27.5686473,-80.7961709,FL,yes,32,32,20
USGS,2235200,3983,2157,14583,11,6,44,02235200,"BLACKWATER CREEK NEAR CASSIA, FL",Ref,SECstPlain,297.6956,3,28.87453056,-81.48938333,FL,yes,26,26,20
USGS,2236500,3983,2157,22779,11,6,63,02236500,"BIG CREEK NEAR CLERMONT, FL",Ref,SECstPlain,146.8755,3,28.44778229,-81.74007599,FL,yes,51,51,20
USGS,2245500,3983,2157,29643,11,6,82,02245500,"SOUTH FORK BLACK CREEK NR PENNEY FARMS, FLA.",Ref,SECstPlain,348.4345,3,29.97940752,-81.85204256,FL,yes,70,60,20
USGS,2246000,3983,2157,32565,11,6,90,02246000,"NORTH FORK BLACK CREEK NR MIDDLEBURG, FLA.",Ref,SECstPlain,451.0611,3,30.11329532,-81.9064915,FL,yes,78,60,20
USGS,2296500,3983,2157,25778,11,6,71,02296500,CHARLIE CREEK NEAR GARDNER FL,Ref,SECstPlain,886.3965,3,27.37504297,-81.79647082,FL,yes,59,59,20
USGS,2297155,3940,2114,15720,11,6,44,02297155,HORSE CREEK NEAR MYAKKA HEAD FL,Ref,SECstPlain,93.6036,3,27.48726132,-82.02341972,FL,yes,32,32,20
USGS,2297310,3983,2157,25413,11,6,71,02297310,HORSE CREEK NEAR ARCADIA FL,Ref,SECstPlain,528.3765,3,27.19949477,-81.98841931,FL,yes,59,59,20
USGS,2298123,3983,2157,20503,11,6,58,02298123,PRAIRIE CREEK NEAR FORT OGDEN FL,Ref,SECstPlain,540.6534,3,27.05199986,-81.78452667,FL,yes,37,37,20
USGS,2298608,3983,2157,17096,11,6,48,02298608,MYAKKA RIVER AT MYAKKA CITY FL,Ref,SECstPlain,312.3423,3,27.34365621,-82.15675562,FL,yes,35,35,20
USGS,2299950,3983,2157,19945,11,6,55,02299950,MANATEE RIVER NEAR MYAKKA HEAD FL,Ref,SECstPlain,174.2715,3,27.47365137,-82.21120106,FL,yes,43,43,20
USGS,2300700,3983,2157,16645,11,6,47,02300700,BULLFROG CREEK NEAR WIMAUMA FL,Ref,SECstPlain,73.84104,3,27.79197208,-82.35203685,FL,yes,34,34,20
USGS,2310947,3982,2156,19688,11,6,54,02310947,"WITHLACOOCHEE RIVER NEAR CUMPRESSCO, FLA.",Ref,SECstPlain,649.5634,3,28.31195156,-82.05591468,FL,yes,42,42,20
USGS,2312200,3983,2157,22767,11,6,63,02312200,"LITTLE WITHLACOOCHEE RIVER AT RERDELL, FLA.",Ref,SECstPlain,413.4789,3,28.57277286,-82.15536307,FL,yes,51,51,20
USGS,2314500,3983,2157,32314,11,6,89,02314500,"SUWANNEE RIVER AT US 441, AT FARGO, GA",Ref,SECstPlain,3322.154,3,30.68055556,-82.56055556,GA,yes,76,60,20
USGS,2315500,3962,2136,35192,11,6,97,02315500,"SUWANNEE RIVER AT WHITE SPRINGS, FLA.",Ref,SECstPlain,6136.255,3,30.32578122,-82.73818263,FL,yes,84,60,20
USGS,2324000,3968,2142,25838,11,6,71,02324000,"STEINHATCHEE RIVER NEAR CROSS CITY, FLA.",Ref,SECstPlain,791.0239,3,29.78661294,-83.32152625,FL,yes,59,59,20
USGS,2324400,3983,2157,23814,11,6,66,02324400,"FENHOLLOWAY RIVER NEAR FOLEY, FLA.",Ref,SECstPlain,176.2654,3,30.09827057,-83.47181116,FL,yes,54,54,20
USGS,2327100,3983,2157,20633,11,6,57,02327100,"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.",Ref,SECstPlain,271.1182,3,30.12936856,-84.49434823,FL,yes,45,45,20
USGS,2349900,3983,2157,22806,11,6,63,02349900,"TURKEY CREEK AT BYROMVILLE, GA",Ref,SEPlains,122.8673,3,32.19555556,-83.90222222,GA,yes,51,51,20
USGS,2350900,3983,2157,13049,11,6,36,02350900,"KINCHAFOONEE CREEK NEAR DAWSON, GA",Ref,SEPlains,1365.12,3,31.76444444,-84.25333333,GA,yes,24,24,20
USGS,2361000,3983,2157,33355,11,6,93,02361000,"CHOCTAWHATCHEE RIVER NEAR NEWTON, AL.",Ref,SEPlains,1781.611,3,31.34294923,-85.61049115,AL,yes,79,60,20
USGS,2363000,3972,2146,23787,11,6,67,02363000,PEA RIVER NEAR ARITON AL,Ref,SEPlains,1292.513,3,31.59488716,-85.78299751,AL,yes,54,43,20
USGS,2369800,3980,2154,19446,11,6,55,02369800,BLACKWATER RIVER NEAR BRADLEY AL,Ref,SEPlains,227.5129,3,31.02767985,-86.70995668,AL,yes,42,42,20
USGS,2371500,3980,2154,30370,11,6,84,02371500,CONECUH RIVER AT BRANTLEY AL,Ref,SEPlains,1292.785,3,31.57349458,-86.25162264,AL,yes,72,60,20
USGS,2372250,3958,2132,16834,11,6,47,02372250,PATSALIGA CREEK NEAR BRANTLEY AL,Ref,SEPlains,1145.223,3,31.59627177,-86.40551809,AL,yes,35,35,20
USGS,2374500,3977,2151,30367,11,6,84,02374500,MURDER CREEK NEAR EVERGREEN AL,Ref,SEPlains,445.7151,3,31.41850006,-86.9866403,AL,yes,72,60,20
USGS,2381600,3982,2156,16858,11,6,47,02381600,"FAUSETT CREEK NEAR TALKING ROCK, GA",Ref,EastHghlnds,10.3248,3,34.57036618,-84.46881552,GA,yes,35,35,20
USGS,2384540,3982,2156,13084,11,6,36,02384540,"MILL CREEK NEAR CRANDALL, GA",Ref,EastHghlnds,21.3714,3,34.87202382,-84.72132621,GA,yes,24,24,20
USGS,2395120,3983,2157,14819,11,6,41,02395120,"TWO RUN CREEK NEAR KINGSTON, GA",Ref,EastHghlnds,84.0105,3,34.24277778,-84.88972222,GA,yes,29,29,20
USGS,2408540,3982,2156,14672,11,6,41,02408540,HATCHET CREEK BELOW ROCKFORD AL,Ref,SEPlains,682.4097,3,32.91678962,-86.27025073,AL,yes,29,29,20
USGS,2415000,3983,2157,19506,11,6,55,02415000,HILLABEE CREEK NEAR HACKNEYVILLE AL,Ref,SEPlains,491.3829,3,33.0667867,-85.87912978,AL,yes,42,42,20
USGS,2422500,3972,2146,28535,11,6,80,02422500,MULBERRY CREEK AT JONES AL,Ref,SEPlains,527.5476,3,32.58291031,-86.90359911,AL,yes,67,56,20
USGS,2430085,3980,2154,16604,11,6,46,02430085,"RED BUD CREEK NR MOORES MILL, MS",Ref,SEPlains,40.5621,3,34.46666667,-88.28361111,MS,yes,34,34,20
USGS,2450250,3983,2157,19781,11,6,55,02450250,SIPSEY FORK NEAR GRAYSON AL,Ref,EastHghlnds,231.8252,3,34.28537757,-87.39890838,AL,yes,43,43,20
USGS,2464000,3983,2157,24833,11,6,70,02464000,NORTH RIVER NEAR SAMANTHA AL,Ref,EastHghlnds,578.9448,3,33.47928058,-87.5972297,AL,yes,56,46,20
USGS,2465493,3983,2157,16128,11,6,45,02465493,ELLIOTTS CREEK AT MOUNDVILLE AL,Ref,SEPlains,83.4174,3,32.99734636,-87.62222952,AL,yes,33,33,20
USGS,2469800,3983,2157,21971,11,6,62,02469800,SATILPA CREEK NEAR COFFEEVILLE AL,Ref,SEPlains,422.6814,3,31.74432473,-88.02250658,AL,yes,49,49,20
USGS,2472000,3982,2156,30026,11,6,83,02472000,"LEAF RIVER NR COLLINS, MS",Ref,SEPlains,1927.134,3,31.70694444,-89.40694444,MS,yes,71,60,20
USGS,2472500,3971,2145,30011,11,6,83,02472500,"BOUIE CREEK NR HATTIESBURG, MS",Ref,SEPlains,789.9363,3,31.42583333,-89.41472222,MS,yes,71,60,20
USGS,2479155,3982,2156,19780,11,6,55,02479155,"CYPRESS CREEK NR JANICE, MS",Ref,SEPlains,137.2806,3,31.02527778,-89.01666667,MS,yes,43,43,20
USGS,2479300,3983,2157,21608,11,6,60,02479300,"RED CREEK AT VESTRY, MS",Ref,SEPlains,1144.201,3,30.73611111,-88.78111111,MS,yes,48,48,20
USGS,2479560,3939,2113,17180,11,6,48,02479560,ESCATAWPA RIVER NEAR AGRICOLA MS,Ref,SEPlains,1454.328,3,30.80907749,-88.45862738,MS,yes,36,36,20
USGS,2481000,3972,2146,24518,11,6,69,02481000,"BILOXI RIVER AT WORTHAM, MS",Ref,SEPlains,249.2316,3,30.5586111,-89.1219444,MS,yes,57,57,20
USGS,2481510,3982,2156,18015,11,6,50,02481510,"WOLF RIVER NR LANDON, MS",Ref,SEPlains,800.6598,3,30.48361111,-89.27444444,MS,yes,38,38,20
USGS,3010655,3983,2157,16946,11,6,48,03010655,"Oswayo Creek at Shinglehouse, PA",Ref,NorthEast,254.4417,5,41.96173237,-78.19806624,PA,yes,35,35,20
USGS,3011800,3983,2157,20146,11,6,56,03011800,"Kinzua Creek near Guffey, PA",Ref,NorthEast,100.0953,5,41.76645099,-78.71863999,PA,yes,44,44,20
USGS,3015500,3983,2157,40600,11,6,112,03015500,"Brokenstraw Creek at Youngsville, PA",Ref,NorthEast,784.8513,5,41.85255871,-79.31727083,PA,yes,100,60,20
USGS,3021350,3983,2157,16859,11,6,47,03021350,"French Creek near Wattsburg, PA",Ref,NorthEast,239.6691,5,42.01533201,-79.78255074,PA,yes,35,35,20
USGS,3026500,3983,2157,25229,11,6,70,03026500,"Sevenmile Run near Rasselas, PA",Ref,NorthEast,20.3058,5,41.63117349,-78.57668985,PA,yes,57,57,20
USGS,3028000,3983,2157,24529,11,6,68,03028000,"West Branch Clarion River at Wilcox, PA",Ref,NorthEast,161.1102,5,41.57533955,-78.69224919,PA,yes,56,56,20
USGS,3049800,3983,2157,21242,11,6,59,03049800,"Little Pine Creek near Etna, PA",Ref,EastHghlnds,14.8878,5,40.5203462,-79.93810799,PA,yes,47,47,20
USGS,3050000,3983,2157,33896,11,6,94,03050000,"TYGART VALLEY RIVER NEAR DAILEY, WV",Ref,EastHghlnds,487.287,5,38.809275,-79.8817342,WV,yes,81,47,20
USGS,3066000,3983,2157,36370,11,6,100,03066000,"BLACKWATER R AT DAVIS, WV",Ref,EastHghlnds,222.7851,5,39.12705242,-79.46838516,WV,yes,88,60,20
USGS,3069500,3983,2157,39412,11,6,108,03069500,"CHEAT RIVER NEAR PARSONS, WV",Ref,EastHghlnds,1856.853,5,39.12288353,-79.68117409,WV,yes,96,60,20
USGS,3070500,3982,2156,39623,11,6,110,03070500,"BIG SANDY CREEK AT ROCKVILLE, WV",Ref,EastHghlnds,517.3794,5,39.61563755,-79.70477427,WV,yes,96,60,20
USGS,3076600,3982,2156,20510,11,6,57,03076600,"BEAR CREEK AT FRIENDSVILLE, MD",Ref,EastHghlnds,127.3991,5,39.65613889,-79.39411111,MD,yes,45,45,20
USGS,3078000,3983,2157,26789,11,6,74,03078000,"CASSELMAN RIVER AT GRANTSVILLE, MD",Ref,EastHghlnds,161.4825,5,39.70219444,-79.13638889,MD,yes,62,60,20
USGS,3140000,3983,2157,30707,11,6,85,03140000,Mill Creek near Coshocton OH,Ref,EastHghlnds,70.3458,5,40.36284598,-81.86235635,OH,yes,72,60,20
USGS,3144000,3906,2080,30661,11,6,85,03144000,Wakatomika Creek near Frazeysburg OH,Ref,EastHghlnds,363.4146,5,40.13256823,-82.14792013,OH,yes,73,60,20
USGS,3159540,3983,2157,20267,11,6,56,03159540,Shade River near Chester OH,Ref,EastHghlnds,400.851,5,39.06368935,-81.88180237,OH,yes,43,43,20
USGS,3161000,3983,2157,34389,11,6,96,03161000,"SOUTH FORK NEW RIVER NEAR JEFFERSON, NC",Ref,EastHghlnds,527.8624,5,36.39333333,-81.40694444,NC,yes,82,59,20
USGS,3164000,3983,2157,33295,11,6,92,03164000,"NEW RIVER NEAR GALAX, VA",Ref,EastHghlnds,2952.736,5,36.64734972,-80.978969,VA,yes,80,60,20
USGS,3165000,3982,2156,27815,11,6,77,03165000,"CHESTNUT CREEK AT GALAX, VA",Ref,EastHghlnds,101.9961,5,36.64596133,-80.91924444,VA,yes,65,60,20
USGS,3170000,3983,2157,33660,11,6,93,03170000,"LITTLE RIVER AT GRAYSONTOWN, VA",Ref,EastHghlnds,794.6403,5,37.03762635,-80.55672394,VA,yes,81,60,20
USGS,3173000,3983,2157,30191,11,6,83,03173000,"WALKER CREEK AT BANE, VA",Ref,EastHghlnds,773.3151,5,37.26817845,-80.70951247,VA,yes,71,60,20
USGS,3180500,3983,2157,28365,11,6,78,03180500,"GREENBRIER RIVER AT DURBIN, WV",Ref,EastHghlnds,345.0564,5,38.54372659,-79.83311495,WV,yes,66,60,20
USGS,3182500,3983,2157,33295,11,6,92,03182500,"GREENBRIER RIVER AT BUCKEYE, WV",Ref,EastHghlnds,1364.974,5,38.18595326,-80.13062254,WV,yes,80,60,20
USGS,3186500,3983,2157,33310,11,6,92,03186500,"WILLIAMS RIVER AT DYER, WV",Ref,EastHghlnds,329.6805,5,38.37899915,-80.48397372,WV,yes,80,60,20
USGS,3187500,3983,2157,22733,11,6,64,03187500,"CRANBERRY RIVER NEAR RICHWOOD, WV",Ref,EastHghlnds,207.415,5,38.29539032,-80.52647493,WV,yes,50,45,20
USGS,3213700,3981,2155,19414,11,6,54,03213700,"TUG FORK AT WILLIAMSON, WV",Ref,EastHghlnds,2425.06,5,37.67315699,-82.28014077,KY,yes,42,42,20
USGS,3237280,3964,2138,20950,11,6,58,03237280,Upper Twin Creek at McGaw OH,Ref,EastHghlnds,32.9542,5,38.64368745,-83.21573648,OH,yes,46,46,20
USGS,3237500,3983,2157,32563,11,6,91,03237500,Ohio Brush Creek near West Union OH,Ref,CntlPlains,1003.208,5,38.80368382,-83.42102265,OH,yes,78,60,20
USGS,3241500,3983,2157,24924,11,6,69,03241500,Massies Creek at Wilberforce OH,Ref,CntlPlains,170.9145,5,39.72283771,-83.88270656,OH,yes,57,57,20
USGS,3280700,3981,2155,23066,11,6,64,03280700,"CUTSHIN CREEK AT WOOTON, KY",Ref,EastHghlnds,158.2227,5,37.16509314,-83.30795645,KY,yes,52,52,20
USGS,3281100,3982,2156,19051,11,6,55,03281100,"GOOSE CREEK AT MANCHESTER, KY",Ref,EastHghlnds,422.7237,5,37.15203405,-83.7601974,KY,yes,45,45,20
USGS,3281500,3971,2145,32035,11,6,89,03281500,"SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY",Ref,EastHghlnds,1838.22,5,37.47981018,-83.67519226,KY,yes,76,60,20
USGS,3285000,3983,2157,28547,11,6,79,03285000,"DIX RIVER NEAR DANVILLE, KY",Ref,SEPlains,822.3408,5,37.64202341,-84.66077678,KY,yes,67,60,20
USGS,3291780,3980,2154,18682,11,6,52,03291780,"INDIAN-KENTUCK CREEK NR CANAAN, IND.",Ref,CntlPlains,71.4105,5,38.8781136,-85.25717882,IN,yes,40,40,20
USGS,3300400,3983,2157,17636,11,6,49,03300400,"BEECH FORK AT MAUD, KY",Ref,SEPlains,1128.578,5,37.83283985,-85.29606856,KY,yes,37,37,20
USGS,3340800,3983,2157,23129,11,6,64,03340800,BIG RACCOON CREEK NEAR FINCASTLE IND,Ref,CntlPlains,357.6537,5,39.81254461,-86.95389884,IN,yes,52,52,20
USGS,3346000,3983,2157,29277,11,6,81,03346000,"NORTH FORK EMBARRAS RIVER NEAR OBLONG, IL",Ref,SEPlains,814.6935,5,39.01004218,-87.9455882,IL,yes,69,60,20
USGS,3357350,3983,2157,18777,11,6,52,03357350,"PLUM CREEK NEAR BAINBRIDGE, IND.",Ref,CntlPlains,7.7535,5,39.76171297,-86.72945046,IN,yes,40,40,20
USGS,3364500,3983,2157,26538,11,6,73,03364500,"CLIFTY CREEK AT HARTSVILLE, IN",Ref,CntlPlains,237.0879,5,39.27477321,-85.70164687,IN,yes,61,60,20
USGS,3366500,3983,2157,26538,11,6,73,03366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Ref,CntlPlains,755.2151,5,38.80422346,-85.67385502,IN,yes,61,60,20
USGS,3368000,3983,2157,23921,11,6,66,03368000,"BRUSH CREEK NEAR NEBRASKA, IN",Ref,CntlPlains,29.7216,5,39.07033129,-85.48607656,IN,yes,54,54,20
USGS,3384450,3983,2157,19416,11,6,54,03384450,"LUSK CREEK NEAR EDDYVILLE, IL",Ref,SEPlains,111.1266,5,37.4722725,-88.54726928,IL,yes,42,42,20
USGS,3439000,3983,2157,31743,11,6,89,03439000,"FRENCH BROAD RIVER AT ROSMAN, NC",Ref,EastHghlnds,178.6674,6,35.14333333,-82.82472222,NC,yes,75,60,20
USGS,3450000,3983,2157,31726,11,6,89,03450000,"BEETREE CREEK NEAR SWANNANOA, NC",Ref,EastHghlnds,14.0805,6,35.65305556,-82.40527778,NC,yes,75,52,20
USGS,3455500,3983,2157,24378,11,6,67,03455500,"W F PIGEON R ABOVE LAKE LOGAN NR HAZELWOOD, NC",Ref,EastHghlnds,72.9522,6,35.39611111,-82.9375,NC,yes,55,55,20
USGS,3456500,3983,2157,24378,11,6,67,03456500,"EAST FORK PIGEON RIVER NEAR CANTON, NC",Ref,EastHghlnds,133.4268,6,35.46166667,-82.86972222,NC,yes,55,55,20
USGS,3460000,3983,2157,27999,11,6,78,03460000,"CATALOOCHEE CREEK NEAR CATALOOCHEE, NC",Ref,EastHghlnds,127.019,6,35.6675,-83.07361111,NC,yes,65,50,20
USGS,3463300,3983,2157,23129,11,6,64,03463300,"SOUTH TOE RIVER NEAR CELO, NC",Ref,EastHghlnds,112.1589,6,35.83150735,-82.18428691,NC,yes,52,52,20
USGS,3471500,3983,2157,32721,11,6,91,03471500,"S F HOLSTON RIVER AT RIVERSIDE NR CHILHOWIE, VA",Ref,EastHghlnds,198.1611,6,36.76039313,-81.63122929,VA,yes,78,60,20
USGS,3473000,3983,2157,32565,11,6,90,03473000,"S F HOLSTON RIVER NEAR DAMASCUS, VA",Ref,EastHghlnds,784.8126,6,36.65178127,-81.84401023,VA,yes,78,60,20
USGS,3479000,3983,2157,29460,11,6,81,03479000,"WATAUGA RIVER NEAR SUGAR GROVE, NC",Ref,EastHghlnds,235.6011,6,36.23916667,-81.82222222,NC,yes,69,60,20
USGS,3488000,3983,2157,37162,11,6,103,03488000,"N F HOLSTON RIVER NEAR SALTVILLE, VA",Ref,EastHghlnds,578.206,6,36.89678115,-81.74622934,VA,yes,90,60,20
USGS,3498500,3983,2157,25352,11,6,70,03498500,"LITTLE RIVER NEAR MARYVILLE, TN",Ref,EastHghlnds,696.7582,6,35.78562063,-83.88460359,TN,yes,58,58,20
USGS,3500000,3983,2157,27999,11,6,77,03500000,"LITTLE TENNESSEE RIVER NEAR PRENTISS, NC",Ref,EastHghlnds,361.1439,6,35.15,-83.37972222,NC,yes,65,60,20
USGS,3504000,3983,2157,29277,11,6,81,03504000,"NANTAHALA RIVER NEAR RAINBOW SPRINGS, NC",Ref,EastHghlnds,134.5167,6,35.1275,-83.61861111,NC,yes,69,60,20
USGS,3574500,3983,2157,31012,11,6,85,03574500,PAINT ROCK RIVER NEAR WOODVILLE AL,Ref,EastHghlnds,813.8025,6,34.62425473,-86.30637373,AL,yes,73,60,20
USGS,3604000,3983,2157,36704,11,6,101,03604000,"BUFFALO RIVER NEAR FLAT WOODS, TN",Ref,SEPlains,1163.026,6,35.49590598,-87.83280366,TN,yes,89,60,20
USGS,4015330,3983,2157,16951,11,6,47,04015330,"KNIFE RIVER NEAR TWO HARBORS, MN",Ref,MxWdShld,224.3547,4,46.94688005,-91.79240133,MN,yes,35,35,20
USGS,4024430,3982,2156,17171,11,6,48,04024430,"NEMADJI RIVER NEAR SOUTH SUPERIOR, WI",Ref,MxWdShld,1091.25,4,46.63327388,-92.09408026,WI,yes,35,35,20
USGS,4027000,3966,2140,29551,11,6,82,04027000,"BAD RIVER NEAR ODANAH, WI",Ref,MxWdShld,1619.847,4,46.48661442,-90.69629696,WI,yes,69,60,20
USGS,4040500,3983,2157,29066,11,6,82,04040500,"STURGEON RIVER NEAR SIDNAW, MI",Ref,MxWdShld,419.8266,4,46.58410589,-88.57596973,MI,yes,66,60,20
USGS,4043050,3983,2157,19781,11,6,55,04043050,"TRAP ROCK RIVER NEAR LAKE LINDEN, MI",Ref,MxWdShld,76.6224,4,47.22853637,-88.38539282,MI,yes,43,43,20
USGS,4045500,3983,2157,24584,11,6,68,04045500,"TAHQUAMENON RIVER NEAR PARADISE, MI",Ref,MxWdShld,1909.592,4,46.57501478,-85.26955476,MI,yes,56,56,20
USGS,4056500,3983,2157,30197,11,6,83,04056500,"MANISTIQUE RIVER NEAR MANISTIQUE, MI",Ref,MxWdShld,2945.888,4,46.03052857,-86.16124902,MI,yes,71,60,20
USGS,4057510,3973,2147,19771,11,6,55,04057510,"STURGEON RIVER NEAR NAHMA JUNCTION, MI",Ref,MxWdShld,473.5728,4,45.94302355,-86.70569966,MI,yes,43,43,20
USGS,4057800,3983,2157,22437,11,6,62,04057800,"MIDDLE BRANCH ESCANABA RIVER AT HUMBOLDT, MI",Ref,MxWdShld,115.8705,4,46.49910267,-87.88652383,MI,yes,50,50,20
USGS,4059500,3983,2157,24164,11,6,67,04059500,"FORD RIVER NEAR HYDE, MI",Ref,MxWdShld,1184.366,4,45.75552297,-87.2015238,MI,yes,55,55,20
USGS,4063700,3982,2156,20876,11,6,58,04063700,"POPPLE RIVER NEAR FENCE, WI",Ref,MxWdShld,362.5712,4,45.7635697,-88.4631785,WI,yes,46,46,20
USGS,4074950,3982,2156,19608,11,6,55,04074950,"WOLF RIVER AT LANGLADE, WI",Ref,MxWdShld,1205.531,4,45.18997026,-88.73343978,WI,yes,42,42,20
USGS,4105700,3983,2157,20511,11,6,57,04105700,"AUGUSTA CREEK NEAR AUGUSTA, MI",Ref,CntlPlains,98.0415,4,42.35337341,-85.35388936,MI,yes,45,45,20
USGS,4115265,3983,2157,12111,11,6,34,04115265,"FISH CREEK NEAR CRYSTAL, MI",Ref,CntlPlains,95.77711,4,43.2497545,-84.9811245,MI,yes,22,22,20
USGS,4122200,3983,2157,23129,11,6,64,04122200,"WHITE RIVER NEAR WHITEHALL, MI",Ref,CntlPlains,1048.284,4,43.46417856,-86.23256675,MI,yes,52,52,20
USGS,4122500,3983,2157,29704,11,6,82,04122500,"PERE MARQUETTE RIVER AT SCOTTVILLE, MI",Ref,CntlPlains,1769.188,4,43.94500632,-86.2786896,MI,yes,70,60,20
USGS,4124000,3980,2154,36670,11,6,103,04124000,"MANISTEE RIVER NEAR SHERMAN, MI",Ref,MxWdShld,2243.628,4,44.43639239,-85.69867924,MI,yes,87,60,20
USGS,4127997,3983,2157,28730,11,6,79,04127997,"STURGEON RIVER AT WOLVERINE, MI",Ref,MxWdShld,487.1601,4,45.27445746,-84.60003148,MI,yes,67,60,20
USGS,4185000,3983,2157,31833,11,6,89,04185000,Tiffin River at Stryker OH,Ref,CntlPlains,1064.001,4,41.50449567,-84.42967186,OH,yes,76,60,20
USGS,4196800,3983,2157,20633,11,6,57,04196800,Tymochtee Creek at Crawford OH,Ref,CntlPlains,608.067,4,40.92283322,-83.34881158,OH,yes,45,45,20
USGS,4197100,3982,2156,16370,11,6,45,04197100,Honey Creek at Melmore OH,Ref,CntlPlains,388.2105,4,41.022278,-83.10963818,OH,yes,33,33,20
USGS,4197170,3983,2157,13694,11,6,38,04197170,Rock Creek at Tiffin OH,Ref,CntlPlains,95.20831,4,41.11366592,-83.16825212,OH,yes,26,26,20
USGS,4213000,3983,2157,30740,11,6,85,04213000,Conneaut Creek at Conneaut OH,Ref,NorthEast,455.2974,4,41.92699898,-80.60396593,OH,yes,72,59,20
USGS,4213075,3983,2157,12616,11,6,35,04213075,"Brandy Run near Girard, PA",Ref,NorthEast,11.6514,4,41.9920003,-80.2911737,PA,yes,23,23,20
USGS,4216418,3983,2157,15763,11,6,44,04216418,TONAWANDA CREEK AT ATTICA NY,Ref,NorthEast,196.4727,4,42.86394893,-78.28362793,NY,yes,32,32,20
USGS,4221000,3983,2157,18684,11,6,53,04221000,GENESEE RIVER AT WELLSVILLE NY,Ref,NorthEast,750.879,4,42.12229032,-77.95722459,NY,yes,40,40,20
USGS,4224775,3981,2155,16920,11,6,47,04224775,CANASERAGA CREEK ABOVE DANSVILLE NY,Ref,NorthEast,231.8445,4,42.5356226,-77.70416132,NY,yes,35,35,20
USGS,4256000,3983,2157,28639,11,6,79,04256000,INDEPENDENCE RIVER AT DONNATTSBURG NY,Ref,NorthEast,232.4457,4,43.74729136,-75.33434745,NY,yes,67,60,20
USGS,4296000,3983,2157,25260,11,6,70,04296000,"BLACK RIVER AT COVENTRY, VT",Ref,NorthEast,302.1894,1,44.86893639,-72.2701042,VT,yes,58,58,20
USGS,5056000,3983,2157,25990,11,6,72,05056000,"SHEYENNE RIVER NR WARWICK, ND",Ref,CntlPlains,4862.024,9,47.80555344,-98.71621718,ND,yes,60,60,20
USGS,5057000,3983,2157,27816,11,6,77,05057000,"SHEYENNE RIVER NR COOPERSTOWN, ND",Ref,CntlPlains,7582.457,9,47.43277097,-98.02759541,ND,yes,65,60,20
USGS,5057200,3983,2157,23616,11,6,65,05057200,"BALDHILL CREEK NR DAZEY, ND",Ref,CntlPlains,1897.332,9,47.22915623,-98.12481891,ND,yes,53,53,20
USGS,5062500,3983,2157,33847,11,6,95,05062500,"WILD RICE RIVER AT TWIN VALLEY, MN",Ref,CntlPlains,2407.047,9,47.26662917,-96.24478028,MN,yes,81,54,20
USGS,5087500,3983,2157,21642,11,6,62,05087500,"MIDDLE RIVER AT ARGYLE, MN",Ref,CntlPlains,600.8184,9,48.34108857,-96.81811688,MN,yes,58,58,20
USGS,5120500,3983,2157,30587,11,6,84,05120500,"WINTERING RIVER NR KARLSRUHE, ND",Ref,CntlPlains,1509.827,9,48.13833739,-100.5398623,ND,yes,72,60,20
USGS,5123400,3982,2156,23462,11,6,65,05123400,"WILLOW CREEK NR WILLOW CITY, ND",Ref,CntlPlains,3206.101,9,48.58888752,-100.4420787,ND,yes,53,53,20
USGS,5129115,3976,2150,15087,11,6,42,05129115,"VERMILION RIVER NR CRANE LAKE, MN",Ref,MxWdShld,2357.585,9,48.26462833,-92.56599361,MN,yes,30,30,20
USGS,5131500,3983,2157,36401,11,6,102,05131500,"LITTLE FORK RIVER AT LITTLEFORK, MN",Ref,MxWdShld,4383.507,9,48.39577639,-93.54932667,MN,yes,86,60,20
USGS,5291000,3982,2156,33449,11,6,93,05291000,"WHETSTONE RIVER NEAR BIG STONE CITY, SD",Ref,CntlPlains,1046.776,7,45.29163167,-96.48755694,SD,yes,78,60,20
USGS,5362000,3975,2149,38472,11,6,106,05362000,"JUMP RIVER AT SHELDON, WI",Ref,MxWdShld,1477.292,7,45.30802638,-90.95652506,WI,yes,94,60,20
USGS,5393500,3983,2157,28721,11,6,79,05393500,"SPIRIT RIVER AT SPIRIT FALLS, WI",Ref,MxWdShld,220.4352,7,45.44913202,-89.97931083,WI,yes,67,60,20
USGS,5399500,3983,2157,34706,11,6,96,05399500,"BIG EAU PLEINE RIVER AT STRATFORD, WI",Ref,CntlPlains,576.3033,7,44.82190984,-90.07957543,WI,yes,83,60,20
